V60	1         00010100010111011111011111110010110100101011101000011110001011100010010000010000001011111110000010001000001111000100111001011110
V61	0.907749  00010100110111010111010110010010110010011000001000011001111010100100010000111000001011101010011000001100011110000111111010101000
V62	1         11010001010110011111011111010000110010011010001100011001011110101100010001111000001001110010011001001011011110001101111011011000
V63	1         10011010010110001011011010010010111010001010101000010001011110010100010000011000101001111110011000100101010110100101001010011000
V64	0.976665  10000000111110010111010010010010110010011100111000011001011111000110010000111001001110101000011010001101011110001101111010011100
V65	0.930075  00010100110111011011011111011010110100011110100000011100101010100001110000011100001011111111001000001100001110001101111100001110
V66	1         00010101010111011011011101010010110110111010100100011100011010101000111000011010001011111010101000000100001111001110111000011010
V67	1         00010000000100010111010110011010100010011000101000111001011110100110010000111000001011111010010000001100001100001101111011011100
V68	1         00000000010110010111010110010010110010011000101000011001111110100110011100111100011011111010011001000101011110000110110010001000
V69	0.940855  01010000000110001111000110011010110010011011101000011101011110101100010000111000001010011010011000011001001110001101111010111000
V70	1         00011000000110011011011110010010110010001010101000011101111110110000011000011010001011111010101000100101010110010101111110011001
V71	0.959354  00011001010110011011011110010000101010001010111000011001011100000100011000011010011011111010011000100101010010100101011010000010
V72	1         01010010010110001110010010010010110010010110101010011001001110100100011001011000001011111110011001010101111110001101111010001001
V73	1         00010100010011011011011111010010110010011000101000011100011010100000110000111000001010100011001001000000001111000011110001101110
V74	0.988103  00011000010110011011111111010010111010001010100000011011111100000100011001011100001011111010011000101111010111100110111110011000
V75	1         00010101010111011011011111010010110000011010101000110100011010100010010000011000001011101011001000000000001111010100101000010110
V76	1         00101000010110011011011100010010011010001010101000010011001110010100010000011100011010111010111000100111010110100110111011011100
V77	1         01011001010110011011111110010110111110101110101000001001001110000101011000011000001011011010011000100101010110100101111010011010
V78	1         00010000010110011101011110110010100010010010100000010001011110100100010000111000101011111010011000001101010010100101111001011000
V79	1         00010100010100111111010010010111110010011100101010011001111110100100110000111000001011001010011010001101011110000000101110111000
V80	0.90716   00011000010110011011011110010000100110001010101000001000010110000100111010011100001010101010011100000101000110100100111010011010
V81	0.928356  00010100010111011010011110010011010000111010100000001100011010100100010100011000001111111011001000101100001101010101111000100110
V82	0.92736   00010100010101011011011111011010111000111110101000011010011011100000010100011000001001111010001100100100000111100100101001011010
V83	1         00010000110110010101011110010010111010011010101101011101011110001100010000101000001011111010011100001100011110000001111010010000
V84	0.979054  00100110000111011011010111011010110010110010100000011100001010111000010000011100000010111011000010001101001111010100111000001010
V85	0.914014  00011100010110011111010110011000111010011010101100011001011110101100010001111000000011101111111100000101011110000101011010011100
V86	1         00010100010111011000001111010000110110111011101000101100011010100010010010011000010001111010001000001100011111000100111000011100
V87	1         00011000010010011011011110010010111110010010001000011001011010000100011000011000001010111010111000100101100010100101001010011001
V88	1         01010001010110011011011110010110111010011010100000111011010110000001111000011001001011101010011000100100011110110100111011011000
Severity Histogram: 1497	514	889	823	1328	1438	1262	922	1076	1045	1170	819	988	518	527	496	323	199	178	120	111	50	59	36	26	13	14	6	7	4	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Self-Driving Automata
0 <- 0
0 + 0 -> 2 [ 0 ]
0 + 1 -> 4 [ 1 ]
1 + 0 -> 9 [ 0 ]
1 + 1 -> 11 [ 0 1 ]
2 + 0 -> 3 [ 0 0 ]
2 + 1 -> 2 [ 1 0 ]
3 + 0 -> 10 [ 1 ]
3 + 1 -> 2 [ 0 ]
4 + 0 -> 6 [ 0 0 ]
4 + 1 -> 5 [ 0 1 ]
5 + 0 -> 8 [ 1 ]
5 + 1 -> 1 [ 0 ]
6 + 0 -> 7 [ 1 ]
6 + 1 -> 6 [ 1 ]
7 + 0 -> 11 [ 1 1 ]
7 + 1 -> 3 [ 1 0 ]
8 + 0 -> 11 [ 1 0 ]
8 + 1 -> 3 [ 0 ]
9 + 0 -> 5 [ 0 ]
9 + 1 -> 0 [ 1 1 ]
10 + 0 -> 10 [ 0 0 ]
10 + 1 -> 3 [ 1 ]
11 + 0 -> 7 [ 1 1 ]
11 + 1 -> 9 [ 1 0 ]
Graph
Nodes: 256
Edges: 1150
Tot Weight: 1150
Max Weight: 1
W Hist: 31490 1150 
3 7 9 42 120 
4 8 13 16 30 54 89 97 130 
5 9 31 44 45 90 92 98 121 131 
0 6 10 15 27 60 93 122 131 
1 5 11 17 28 31 46 58 132 
2 4 12 14 17 32 58 125 
3 13 15 48 126 
0 8 14 19 50 64 95 
1 7 9 11 15 21 50 54 62 96 98 
0 2 8 12 16 21 99 105 138 
3 17 25 32 52 63 106 129 136 139 
4 8 12 18 23 33 54 130 137 
5 9 11 19 39 54 58 69 110 
1 6 20 22 25 40 58 67 111 133 
5 7 21 23 29 56 67 134 
3 6 8 16 22 27 111 144 
1 9 15 17 19 23 38 58 73 111 112 135 142 145 
4 5 10 16 18 20 24 29 39 46 62 63 71 112 136 143 
11 17 25 45 47 60 116 
7 12 16 26 28 31 34 46 75 117 139 147 
13 17 27 29 62 63 140 148 
8 9 14 28 33 67 
13 15 23 25 64 67 117 
11 14 16 22 26 35 38 52 76 79 111 118 
17 25 46 53 66 67 112 114 150 
10 13 18 22 24 37 47 82 115 151 153 
19 23 33 68 71 124 154 
3 15 20 34 39 80 125 
4 19 21 29 70 84 115 
14 17 20 28 41 72 86 116 117 
1 52 117 118 120 125 156 
2 4 19 43 53 60 118 121 126 128 157 
5 10 61 74 85 88 119 129 130 151 
11 21 26 34 45 46 76 120 131 152 161 
19 27 33 35 41 61 91 121 162 
23 34 36 42 62 80 122 
35 37 89 123 131 
25 36 49 50 66 79 124 125 132 134 162 
16 23 41 67 95 125 126 128 135 157 163 
12 17 27 42 84 126 129 158 167 
13 42 47 67 127 168 
29 34 38 42 48 68 83 97 128 158 
0 35 39 40 41 43 44 54 55 96 129 159 
31 42 130 131 168 
2 42 46 47 89 131 132 134 169 
2 18 33 48 101 132 135 142 
4 17 19 24 33 44 48 58 59 92 100 133 143 165 172 
18 25 40 44 134 164 166 173 
6 41 45 46 50 75 93 135 165 
37 50 54 76 136 
7 8 37 48 49 52 92 96 106 137 
52 105 138 148 176 
10 23 30 50 51 54 55 139 147 149 171 177 178 
24 31 54 56 58 140 148 172 179 
1 8 11 12 42 49 52 53 56 81 96 110 141 
42 52 67 68 82 101 109 142 172 
14 53 54 58 63 143 173 
58 64 144 182 
4 5 12 13 16 46 53 56 57 61 63 101 145 153 183 
46 62 71 72 101 105 146 154 
3 18 31 62 147 186 
32 34 58 114 148 178 187 
8 17 20 35 59 60 63 67 69 105 149 179 
10 17 20 56 58 62 70 105 120 150 
7 22 57 76 77 118 151 
67 118 152 
24 37 67 153 161 192 
13 14 21 22 24 38 40 55 62 65 66 110 124 154 162 164 193 
26 41 55 80 81 114 122 155 165 
12 62 71 156 
28 63 77 123 157 
17 26 59 69 76 78 114 158 
29 59 118 129 159 167 
16 118 127 160 168 170 198 
32 127 161 171 199 
19 48 76 80 162 
23 33 49 64 71 75 77 83 99 133 163 
64 70 76 78 84 100 122 123 131 164 193 194 
71 77 79 80 100 165 194 195 
23 37 78 80 101 135 166 204 
27 35 68 75 78 79 81 85 123 167 205 
54 68 80 127 168 178 
25 55 84 105 127 169 179 
41 76 106 136 139 170 199 200 
28 39 77 82 89 106 127 171 200 201 
32 80 86 89 107 142 172 
29 85 87 131 173 
86 89 91 140 174 184 212 215 
32 130 144 175 185 213 216 
1 36 44 84 85 87 93 132 146 176 
2 113 177 
34 87 93 95 114 178 179 207 208 
2 46 50 114 134 145 148 179 180 182 208 209 
3 48 89 91 94 97 105 115 136 180 183 218 221 
93 95 151 181 219 222 
7 38 91 94 99 140 182 
8 42 50 54 119 149 183 
1 41 93 101 109 120 139 184 185 213 214 
2 8 120 155 185 186 188 214 215 
9 76 95 100 103 121 144 186 189 
46 77 78 99 101 187 219 
45 55 58 59 79 97 100 105 143 157 188 220 229 
114 129 189 230 
99 107 130 190 
149 191 
9 51 59 62 63 82 93 101 109 133 161 192 193 
10 50 83 84 109 118 134 193 194 196 225 
85 103 110 111 115 194 197 226 235 
116 135 153 195 236 
55 97 105 106 113 114 136 196 
12 54 67 107 152 166 197 
13 15 16 23 107 115 139 198 199 
16 17 24 115 127 135 140 199 200 202 239 
90 109 116 117 118 121 136 200 203 229 240 
24 61 68 71 91 92 102 109 122 136 156 170 201 230 233 
25 28 93 107 111 112 116 119 127 137 156 202 234 
18 29 108 113 115 118 131 143 203 
19 22 29 30 113 118 121 144 158 204 
23 30 31 64 65 72 73 106 113 116 117 123 141 205 245 
32 96 115 120 131 142 147 160 161 206 235 246 
0 30 33 63 97 98 119 122 123 142 148 207 215 236 239 
2 31 34 99 113 117 122 124 125 129 136 143 162 208 216 240 
3 35 68 77 114 120 121 127 130 149 209 
36 70 77 80 118 120 124 150 164 165 210 251 
26 37 67 121 123 131 136 211 252 
5 27 30 37 38 121 127 132 140 153 166 212 
6 31 38 39 129 130 149 154 213 221 253 
40 73 74 81 82 84 112 115 122 125 128 130 135 150 168 214 215 222 243 254 
31 38 41 127 136 140 150 215 216 218 244 
10 32 39 42 72 102 121 126 131 151 170 216 219 
1 11 32 43 88 103 122 126 127 134 137 217 
2 3 33 36 43 44 77 86 116 119 124 129 136 138 172 218 
4 37 44 45 89 125 133 155 219 
13 46 76 105 132 156 174 220 221 249 
14 37 44 47 92 106 130 149 156 221 222 224 229 250 252 
16 38 45 48 79 108 112 127 140 157 176 222 225 230 232 253 
10 17 49 83 93 109 113 114 121 124 128 131 137 223 233 255 
11 50 115 130 136 178 224 
9 51 131 140 145 153 165 225 
10 19 52 83 97 111 143 146 166 180 226 
20 53 87 95 112 125 128 135 138 145 227 235 
54 118 169 182 228 229 236 238 
16 45 55 85 119 120 144 145 170 229 230 232 239 
17 46 56 101 116 121 139 146 147 151 158 184 230 233 
15 57 88 99 117 142 149 151 152 171 231 
16 58 92 138 140 142 146 152 166 172 186 232 
59 89 139 143 145 167 233 
19 52 60 119 143 149 162 168 175 188 234 235 
20 51 53 61 92 120 151 152 169 176 235 236 238 
52 62 96 104 122 126 134 144 147 150 152 157 170 190 236 239 246 
24 63 123 127 128 149 158 171 237 247 
25 32 64 94 129 143 144 148 153 172 192 238 
33 65 110 144 145 148 149 156 173 179 239 
25 58 66 108 125 138 151 174 180 194 240 
26 59 67 126 155 175 241 
68 98 132 154 176 183 196 242 244 252 
30 69 114 115 133 134 152 159 177 184 243 245 251 253 
31 38 70 101 135 149 160 165 178 198 244 252 
39 41 71 117 143 150 159 166 179 185 
42 72 156 158 180 186 200 
73 119 157 167 181 
33 66 74 105 119 168 182 189 202 250 
34 37 67 75 121 147 165 183 190 249 251 
38 76 166 171 184 204 250 
47 67 77 123 172 185 
46 48 68 78 123 138 157 162 186 206 
47 79 110 125 139 145 158 163 173 187 
39 72 80 146 160 174 188 208 
40 43 73 81 127 147 161 189 
44 82 141 148 190 210 
73 83 114 129 142 149 184 191 
52 74 84 144 150 163 192 212 
46 53 55 85 131 145 151 164 187 193 
47 56 86 152 166 194 214 
87 133 153 167 181 188 195 
88 147 154 182 196 216 
51 89 135 148 155 191 197 
52 90 156 181 198 218 
52 61 81 91 137 157 199 
53 62 82 91 92 152 158 193 200 220 
92 93 139 153 159 187 201 203 
94 160 174 177 185 188 196 202 204 222 
57 92 95 141 161 175 203 
58 93 96 155 162 184 197 204 224 
87 97 143 156 163 170 183 185 205 
88 97 98 158 164 181 184 186 200 206 226 238 
60 98 99 145 159 165 185 187 190 207 209 
61 100 166 172 180 186 188 208 210 228 
98 101 147 167 174 181 187 189 209 
99 102 161 168 188 190 210 230 242 
103 149 162 169 186 189 191 194 211 
104 170 176 190 192 212 232 
66 105 151 171 191 193 206 213 
67 77 105 106 172 179 192 214 234 
77 78 106 107 153 173 190 209 215 217 247 
78 108 174 216 218 236 
106 109 155 175 181 210 217 
107 110 176 183 198 218 238 242 
73 111 157 177 197 199 213 219 251 
74 83 111 112 178 198 203 220 240 
83 84 112 113 159 179 185 221 223 
84 114 180 215 222 224 242 246 
112 115 161 181 223 
113 116 180 182 199 207 218 224 244 
79 117 163 181 183 225 
80 118 184 206 219 226 246 
119 165 185 192 205 207 227 251 
91 120 186 203 206 222 228 248 
91 92 121 167 187 212 229 
92 122 186 188 194 230 237 250 
123 169 187 189 196 231 238 255 
124 190 212 219 252 
87 125 171 191 208 211 213 216 220 254 
88 97 126 192 198 212 254 
97 98 127 173 193 225 
87 98 120 127 128 194 201 236 243 
88 121 128 129 175 195 212 227 237 239 244 
130 194 196 225 229 240 
93 128 131 177 195 197 203 226 229 
94 100 129 132 198 205 211 
101 133 179 199 212 231 
93 126 133 134 200 233 
94 127 134 135 181 201 207 233 245 
136 200 202 244 246 251 
134 137 183 201 203 235 245 252 
106 135 138 204 214 217 233 
107 139 185 205 218 234 237 238 
140 206 216 228 
141 187 207 227 229 239 254 
101 113 134 141 142 208 217 218 228 250 255 
102 114 135 142 143 189 209 241 242 244 251 253 
144 210 220 239 254 
135 142 145 191 240 243 
114 136 143 146 221 222 225 234 
115 147 193 226 233 235 245 248 
107 119 140 147 148 224 234 
108 120 141 148 149 195 215 247 
150 209 216 226 
141 148 151 185 197 210 226 244 249 
112 120 142 149 152 216 228 231 245 251 253 
113 121 153 199 217 232 242 246 251 
154 230 242 243 247 
155 189 197 201 230 240 241 243 244 248 253 
127 156 215 232 241 242 245 249 255 
128 155 157 203 216 223 230 238 242 246 250 255 
118 156 222 224 234 239 243 247 251 
119 149 201 205 223 240 244 248 252 
150 194 236 241 245 248 249 253 255 
207 234 242 246 247 249 250 254 
133 162 238 243 247 248 251 255 
134 161 163 209 229 244 248 252 
123 156 162 198 206 223 230 239 240 245 249 253 
124 134 155 157 211 224 246 250 254 
126 135 156 230 239 242 247 251 255 
127 212 213 228 231 248 252 
136 210 229 243 244 247 249 253 

Best Fitness: 12407.1
Epidemic Profile
NA-->V0 	[0  -11 ]:	1	4	15	53	85	35	18	18	9	2	1	
V0 ->V1 	[2  -11 ]:			1	1	6	26	55	96	50	8	1	
V1 ->V2 	[6  -18 ]:							1	1	4	10	41	45	19	37	32	10	4	1	
V1 ->V3 	[7  -16 ]:								1	1	5	35	84	71	42	8	1	
V2 ->V4 	[8  -15 ]:									1	1	5	5	1	1	1	
V3 ->V5 	[10 -19 ]:											1	1	4	20	51	81	35	9	1	
V2 ->V6 	[11 -16 ]:												1	1	1	2	1	
V5 ->V7 	[12 -20 ]:													1	1	6	20	53	76	36	6	
V7 ->V8 	[13 -22 ]:														1	1	4	10	32	77	92	55	7	
V5 ->V9 	[14 -16 ]:															1	1	
V7 ->V10	[16 -25 ]:																	1	1	4	14	35	38	12	3	2	
V8 ->V11	[18 -23 ]:																			1	1	3	7	1	
V8 ->V12	[18 -24 ]:																			1	1	9	24	12	2	
V8 ->V13	[18 -27 ]:																			1	1	3	15	41	93	72	31	3	
V8 ->V14	[18 -22 ]:																			1	1	2	1	
V8 ->V15	[18 -27 ]:																			1	1	7	36	54	24	13	9	1	
V10->V16	[19 -23 ]:																				1	1	1	1	
V13->V17	[21 -23 ]:																						1	1	
V13->V18	[21 -29 ]:																						1	1	5	16	73	69	8	1	
